order_id,order_date,customer_id,product_id,region,channel,quantity,unit_price,discount_pct,revenue,cost,delivery_days,return_flag
50053,2025-02-03,1540,1001,North,Retail,1,3210,10,2889.0,2548.45,11,0
50054,2023-11-01,1980,1035,South,B2B,2,4457,0,8914.0,5957.54,4,0
50055,2023-06-16,2979,1040,North,Online,3,2655,15,6770.25,4545.04,4,0
50056,2022-02-03,199,1047,East,B2B,5,553,30,1935.5,2010.4,6,0
50057,2024-08-31,337,1065,West,B2B,6,4984,30,20932.8,17531.6,5,0
50058,2023-10-09,542,1014,North,Online,3,1659,35,3235.05,3971.12,4,0
50059,2023-12-03,2090,1083,East,Retail,4,1799,10,6476.4,4630.74,11,0
50060,2023-08-21,875,1120,North,Online,6,2805,0,16830.0,9410.35,7,0
50061,2023-03-27,494,1110,South,Online,7,4110,20,23016.0,23014.72,3,0
50062,2023-10-31,1964,1032,North,Online,1,442,10,397.8,306.99,3,0
50063,2022-11-03,1119,1141,South,Online,6,1302,20,6249.6,5192.66,2,0
50064,2023-09-18,2715,1059,East,Online,3,4367,25,9825.75,9310.39,3,0
50065,2024-01-16,2321,1090,West,Retail,1,425,35,276.25,301.34,4,0
50066,2023-02-23,1367,1034,South,Retail,2,2859,5,5432.1,3192.92,11,0
50067,2021-05-12,1401,1076,West,Retail,2,2188,0,4376.0,2968.34,4,0
50068,2023-08-20,2816,1041,West,Online,3,2806,0,8418.0,6049.05,4,0
50069,2022-08-27,2729,1002,East,Retail,2,2270,20,3632.0,2755.95,8,0
50070,2024-06-02,2986,1036,South,Online,4,2319,25,6957.0,6408.33,11,0
50071,2022-12-08,779,1121,East,Online,7,4344,20,24326.4,19876.83,10,0
50072,2024-10-12,698,1061,West,Online,3,1520,20,3648.0,3500.51,6,0
50073,2022-11-11,2876,1084,West,B2B,6,1284,30,5392.8,4243.52,7,0
50074,2021-02-18,377,1116,South,Retail,5,2128,15,9044.0,6585.46,11,0
50075,2024-08-13,1903,1028,East,Online,5,4439,20,17756.0,13169.57,2,0
50076,2023-09-25,2427,1129,South,Retail,3,4487,30,9422.7,7521.04,4,0
50077,2023-11-08,2858,1007,North,B2B,7,870,10,5481.0,3824.08,8,0
50078,2023-11-13,1249,1032,North,Retail,7,442,20,2475.2,1701.79,3,0
50079,2023-11-02,98,1043,East,Online,4,2862,5,10875.6,8139.17,7,0
50080,2022-09-22,1511,1009,South,Online,6,1012,15,5161.2,4485.43,3,0
50081,2021-05-08,1733,1031,West,Online,6,2267,0,13602.0,9578.4,5,0
50082,2024-10-05,952,1081,West,B2B,3,2967,5,8455.95,5498.1,8,0
50083,2021-09-23,1548,1043,North,Online,6,2862,15,14596.2,12606.25,6,0
50084,2021-03-16,28,1030,West,Retail,2,4034,10,7261.2,6440.06,2,0
50085,2023-02-16,2331,1148,South,Online,4,1723,0,6892.0,5502.65,9,0
50086,2022-01-06,2727,1010,West,Online,3,1593,30,3345.3,3309.13,6,0
50087,2022-04-01,1689,1007,North,B2B,4,870,25,2610.0,2268.81,7,0
50088,2023-12-02,2672,1004,North,Online,4,3441,15,11699.4,7985.07,2,0
50089,2023-01-13,2638,1110,South,Online,3,4110,10,11097.0,8411.45,11,0
50090,2024-11-17,2633,1017,South,Online,1,2912,25,2184.0,1880.07,7,0
50091,2021-05-16,517,1039,North,Retail,3,2613,35,5095.35,5615.53,9,1
50092,2022-05-17,2658,1056,West,Online,2,1393,10,2507.4,2014.41,6,0
50093,2024-11-18,1178,1102,East,B2B,1,3140,0,3140.0,2246.96,3,0
50094,2023-07-06,2413,1001,West,Online,3,3210,15,8185.5,7176.83,6,0
50095,2022-11-25,1070,1050,South,Retail,6,3537,20,16977.6,14353.63,7,0
50096,2021-09-03,2484,1074,West,Online,2,4079,5,7750.1,5744.7,2,0
50097,2022-07-24,987,1125,West,Retail,6,2795,10,15093.0,10001.4,9,0
50098,2024-06-30,1411,1102,South,Retail,6,3140,25,14130.0,11576.05,11,0
50099,2024-01-31,870,1123,North,Online,7,3305,5,21978.25,12830.09,5,0
50100,2022-01-23,1949,1099,North,Online,5,2570,30,8995.0,7814.94,7,0
50101,2023-01-19,2977,1047,South,Retail,1,553,30,387.1,323.91,9,1
50102,2023-06-14,1439,1087,East,Retail,4,3605,25,10815.0,8723.02,10,0
50103,2023-10-01,2715,1043,East,Online,5,2862,5,13594.5,10612.11,8,0
50104,2021-08-13,955,1035,West,Online,1,4457,20,3565.6,2832.11,11,0
50105,2023-04-20,2951,1050,South,Online,3,3537,0,10611.0,6659.83,10,0
50106,2023-10-31,2885,1013,North,B2B,3,3963,0,11889.0,7941.41,10,0
50107,2021-04-03,243,1059,North,Online,1,4367,25,3275.25,2486.82,5,0
50108,2025-01-04,2416,1143,East,Retail,7,1119,20,6266.4,5635.94,8,0
50109,2024-10-21,1099,1124,East,Retail,6,4735,25,21307.5,20801.92,5,0
50110,2022-03-06,2644,1055,West,Online,2,769,5,1461.1,1139.1,10,0
50111,2021-06-18,1171,1012,West,Online,6,1974,15,10067.4,7013.32,4,0
50112,2024-07-12,831,1142,West,Retail,6,4763,10,25720.2,17977.83,7,0
50113,2021-09-30,2836,1116,East,Retail,6,2128,15,10852.8,9726.98,7,0
50114,2022-12-28,2877,1094,North,Retail,3,1308,40,2354.4,2653.01,3,0
50115,2025-01-17,954,1146,North,Online,3,3209,35,6257.55,5667.19,7,0
50116,2022-05-27,99,1070,East,Online,4,2806,40,6734.4,7148.39,9,1
50117,2021-08-02,1988,1076,East,Online,4,2188,5,8314.4,5292.27,6,0
50118,2022-12-11,291,1035,North,Retail,6,4457,5,25404.9,17663.54,5,0
50119,2023-07-18,360,1110,South,Online,6,4110,0,24660.0,17489.61,9,0
50120,2024-09-22,432,1110,South,Retail,3,4110,15,10480.5,6822.66,7,0
50121,2023-01-25,773,1058,West,Online,4,480,10,1728.0,1445.03,5,0
50122,2023-07-11,2343,1060,East,B2B,6,3376,20,16204.8,14551.08,6,0
50123,2023-11-11,2873,1032,South,Online,7,442,25,2320.5,1997.27,10,0
50124,2023-04-16,1712,1066,North,Retail,5,3932,0,19660.0,14143.72,11,0
50125,2022-12-30,2188,1006,West,Retail,3,3224,5,9188.4,6631.44,11,0
50126,2023-04-28,219,1037,West,Retail,4,3149,15,10706.6,7248.06,5,0
50127,2022-12-22,1368,1076,West,Online,2,2188,15,3719.6,3065.25,8,0
50128,2021-12-02,1206,1120,South,Online,4,2805,20,8976.0,7987.42,11,0
50129,2021-10-03,922,1038,North,Retail,2,1492,0,2984.0,1808.27,5,0
50130,2024-05-01,2737,1128,East,Online,4,1872,15,6364.8,5023.69,10,0
50131,2021-03-09,620,1089,North,Online,2,3090,40,3708.0,4695.74,8,1
50132,2021-01-21,1339,1031,South,Online,3,2267,10,6120.9,3875.73,11,0
50133,2021-10-29,729,1133,North,B2B,6,3037,0,18222.0,14569.24,8,0
50134,2022-07-08,2634,1078,South,Retail,1,481,25,360.75,351.4,8,0
50135,2021-03-14,2814,1109,South,Retail,3,4018,35,7835.1,7647.96,9,1
50136,2023-09-23,898,1081,East,B2B,2,2967,0,5934.0,4337.04,7,0
50137,2024-04-24,1250,1076,East,Retail,2,2188,20,3500.8,3311.39,4,0
50138,2023-10-13,2366,1079,West,Retail,3,3028,10,8175.6,5951.45,5,0
50139,2021-11-27,2977,1044,South,Retail,5,3020,20,12080.0,10995.91,7,0
50140,2022-08-30,1394,1083,West,Online,6,1799,15,9174.9,7912.49,5,0
50141,2022-05-02,2356,1025,East,Retail,3,4160,5,11856.0,8709.03,2,0
50142,2025-02-02,2462,1071,North,Retail,3,1317,5,3753.45,2570.12,10,0
50143,2022-06-17,1939,1042,West,B2B,3,633,0,1899.0,1081.34,9,0
50144,2021-06-13,1945,1127,East,Online,1,2862,0,2862.0,1672.41,9,0
50145,2024-06-14,1727,1038,South,Online,4,1492,20,4774.4,3403.64,5,0
50146,2022-01-24,2783,1037,South,Retail,7,3149,10,19838.7,15639.19,10,0
50147,2022-08-30,551,1107,South,Online,6,1318,0,7908.0,4601.63,6,0
50148,2022-08-30,642,1026,South,Online,2,4551,10,8191.8,6028.6,2,0
50149,2024-07-05,919,1123,East,Retail,7,3305,5,21978.25,17305.59,9,0
50150,2023-11-20,2798,1077,South,B2B,6,3884,5,22138.8,13958.79,10,0
50151,2024-04-04,2842,1023,West,Online,5,2126,10,9567.0,5891.33,11,0
50152,2024-08-08,1915,1088,South,Retail,5,2515,0,12575.0,7842.94,6,0
50153,2023-05-02,1827,1141,North,Online,7,1302,20,7291.2,5233.82,7,0
50154,2023-11-02,428,1125,North,Online,5,2795,15,11878.75,9197.6,5,0
50155,2024-07-18,361,1088,East,Retail,4,2515,5,9557.0,7830.31,8,0
50156,2023-08-07,1690,1009,South,Online,7,1012,30,4958.8,4094.15,5,0
50157,2021-05-15,480,1121,West,Online,4,4344,15,14769.6,12470.4,8,0
50158,2023-10-07,2834,1017,South,Retail,3,2912,10,7862.4,5131.79,7,0
50159,2022-03-16,1291,1115,North,Online,2,2766,5,5255.4,3260.88,2,0
50160,2023-08-11,890,1116,West,Online,4,2128,0,8512.0,5933.77,10,0
50161,2022-09-29,1960,1136,East,Retail,5,4949,40,14847.0,14511.72,10,1
50162,2023-02-06,2115,1019,North,Retail,7,657,20,3679.2,3112.12,11,0
50163,2023-02-08,2560,1102,West,Online,7,3140,20,17584.0,16381.23,5,0
50164,2022-12-05,2857,1010,South,Retail,4,1593,10,5734.8,4060.31,4,0
50165,2024-12-20,731,1035,South,B2B,5,4457,15,18942.25,14055.72,10,0
50166,2021-06-21,229,1135,North,Retail,6,1246,5,7102.2,4175.53,8,0
50167,2022-03-10,2086,1138,North,Online,5,3437,20,13748.0,12801.12,9,0
50168,2024-09-09,2236,1011,South,Online,4,3166,30,8864.8,7581.97,9,1
50169,2022-04-30,1826,1026,West,B2B,1,4551,20,3640.8,2691.34,2,0
50170,2025-01-31,2988,1134,East,Online,3,1652,15,4212.6,2871.43,8,0
50171,2022-06-11,2409,1038,North,B2B,4,1492,10,5371.2,3716.91,6,0
50172,2023-08-28,1,1145,East,B2B,6,871,15,4442.1,3177.97,10,0
50173,2021-02-16,619,1120,West,Retail,4,2805,0,11220.0,8802.93,4,0
50174,2022-09-24,1398,1129,North,Online,7,4487,15,26697.65,19248.37,6,0
50175,2022-06-24,362,1046,East,Retail,2,2095,5,3980.5,2629.32,9,0
50176,2022-01-05,2243,1130,East,Online,4,4861,5,18471.8,11340.78,6,0
50177,2021-07-09,568,1040,West,Retail,5,2655,30,9292.5,8595.69,11,1
50178,2021-09-21,867,1004,South,Retail,6,3441,0,20646.0,16501.41,9,0
50179,2021-02-06,168,1022,North,Online,4,4364,30,12219.2,13552.22,10,1
50180,2023-02-03,1557,1056,East,Retail,1,1393,20,1114.4,828.31,8,0
50181,2024-11-28,2903,1125,North,Retail,3,2795,0,8385.0,6009.12,3,0
50182,2021-02-09,2013,1059,North,Online,1,4367,0,4367.0,2427.43,2,0
50183,2022-02-14,686,1090,South,Online,6,425,0,2550.0,1659.18,11,0
50184,2022-10-06,2477,1027,East,Online,5,4747,0,23735.0,16835.51,4,0
50185,2023-02-13,525,1016,South,Online,1,1509,25,1131.75,1041.21,5,0
50186,2024-12-05,2802,1104,North,Online,6,1113,0,6678.0,4063.12,2,0
50187,2023-10-31,2565,1071,West,Online,7,1317,10,8297.1,6623.36,3,0
50188,2022-01-24,1812,1073,West,B2B,3,1057,5,3012.45,2230.88,2,0
50189,2022-08-18,1209,1035,South,Online,1,4457,20,3565.6,2494.32,8,0
50190,2022-03-09,2448,1078,West,B2B,4,481,10,1731.6,1398.91,4,0
50191,2024-02-05,24,1110,South,Retail,1,4110,15,3493.5,2553.75,6,0
50192,2021-08-17,585,1141,North,Retail,1,1302,15,1106.7,960.23,10,0
50193,2022-01-18,1410,1123,East,B2B,4,3305,25,9915.0,8837.66,7,0
50194,2024-02-14,2583,1026,South,Online,7,4551,20,25485.6,19647.56,11,0
50195,2023-03-25,2208,1106,North,Online,3,1311,20,3146.4,2537.67,7,0
50196,2021-09-01,1726,1070,East,Online,6,2806,5,15994.2,10749.47,10,0
50197,2021-11-28,1167,1075,South,Retail,2,920,15,1564.0,1028.99,2,0
50198,2021-01-22,1718,1150,South,B2B,1,2053,5,1950.35,1596.98,3,0
50199,2023-08-11,1300,1034,North,Retail,5,2859,15,12150.75,8393.93,3,0
50200,2024-03-22,2318,1006,South,Online,1,3224,15,2740.4,2334.55,4,0
50201,2021-04-12,329,1037,West,Online,5,3149,10,14170.5,11941.57,6,0
50202,2021-01-30,2058,1103,West,Retail,7,1835,25,9633.75,7523.85,8,0
50203,2021-08-08,1027,1135,South,B2B,5,1246,15,5295.5,4809.93,7,0
50204,2023-02-12,906,1150,North,Online,7,2053,20,11496.8,10787.66,10,0
50205,2023-11-22,1068,1106,East,Online,2,1311,15,2228.7,1444.4,4,0
50206,2021-03-31,1771,1014,North,Retail,2,1659,35,2156.7,1900.73,3,0
50207,2022-05-24,369,1124,South,Online,3,4735,5,13494.75,9749.22,6,0
50208,2022-03-11,2984,1072,West,B2B,4,3954,25,11862.0,9700.45,11,0
50209,2024-10-01,2730,1076,East,Online,7,2188,15,13018.6,8781.41,11,0
50210,2024-06-06,286,1137,North,B2B,6,4168,5,23757.6,17719.97,7,0
50211,2022-05-14,1563,1075,South,Retail,3,920,15,2346.0,1801.18,5,0
50212,2023-04-21,512,1108,North,Retail,4,3711,25,11133.0,8872.47,6,0
50213,2022-06-01,687,1008,East,B2B,7,1542,25,8095.5,6311.39,4,0
50214,2023-12-20,1083,1044,West,Online,6,3020,40,10872.0,10152.53,7,0
50215,2023-09-11,1666,1144,East,Retail,6,722,30,3032.4,2637.32,4,0
50216,2024-01-02,2356,1140,North,Online,4,4487,15,15255.8,13396.74,6,0
50217,2022-03-23,753,1057,North,Online,3,3212,25,7227.0,5438.5,3,0
50218,2023-07-06,831,1006,East,Online,4,3224,20,10316.8,9189.2,3,0
50219,2023-01-12,649,1103,West,Retail,6,1835,10,9909.0,7567.98,6,0
50220,2021-12-24,1251,1074,South,Online,6,4079,15,20802.9,16275.31,7,0
50221,2024-04-24,1416,1076,East,Online,5,2188,25,8205.0,6154.31,5,0
50222,2022-07-30,353,1062,West,Retail,2,4442,10,7995.6,6161.89,6,0
50223,2023-12-22,2848,1032,West,B2B,5,442,25,1657.5,1452.96,11,0
50224,2021-11-26,2137,1141,West,B2B,7,1302,5,8658.3,6985.01,7,0
50225,2024-10-15,1271,1073,West,Retail,1,1057,10,951.3,581.35,7,0
50226,2023-01-20,1119,1108,West,Online,3,3711,10,10019.7,7209.39,9,0
50227,2022-08-21,538,1013,West,Retail,2,3963,5,7529.7,4900.88,5,0
50228,2022-06-10,472,1115,North,B2B,2,2766,10,4978.8,3823.93,7,0
50229,2023-12-12,1614,1053,West,Retail,1,2466,10,2219.4,1780.35,4,0
50230,2022-06-28,1041,1150,North,Online,7,2053,35,9341.15,8906.0,10,1
50231,2021-07-17,1678,1122,East,Retail,1,2651,10,2385.9,1495.93,6,0
50232,2021-12-25,2865,1086,West,Retail,6,2664,15,13586.4,10816.63,7,0
50233,2023-09-22,289,1018,South,Online,6,1597,0,9582.0,7277.32,2,0
50234,2024-02-16,2600,1075,South,Online,3,920,15,2346.0,2182.35,3,0
50235,2021-03-22,308,1029,North,Retail,5,437,35,1420.25,1515.73,10,1
50236,2024-03-26,2628,1047,South,Online,5,553,25,2073.75,1962.99,2,0
50237,2021-11-26,1099,1078,West,Online,4,481,10,1731.6,1093.19,2,0
50238,2021-09-19,1089,1047,South,Retail,7,553,20,3096.8,2802.21,7,0
50239,2024-06-05,2139,1109,West,Online,4,4018,0,16072.0,9405.6,7,0
50240,2022-02-13,1391,1115,South,Retail,3,2766,10,7468.2,6329.13,8,0
50241,2023-09-18,749,1128,West,Retail,3,1872,25,4212.0,3651.73,11,0
50242,2024-01-12,1596,1022,East,Retail,6,4364,5,24874.8,15021.36,4,0
50243,2022-07-14,630,1102,West,Retail,1,3140,20,2512.0,2246.3,7,0
50244,2023-08-12,805,1024,West,Online,6,3858,25,17361.0,15897.46,4,0
50245,2024-12-20,2130,1132,West,Online,5,3411,10,15349.5,10930.84,7,0
50246,2024-02-01,2518,1008,West,B2B,2,1542,30,2158.8,2436.05,10,1
50247,2021-12-11,228,1125,East,Online,7,2795,0,19565.0,13115.82,2,0
50248,2025-01-21,336,1147,South,B2B,2,4830,35,6279.0,6729.52,9,1
50249,2024-09-24,2394,1107,North,B2B,1,1318,0,1318.0,913.18,10,0
50250,2023-05-13,1047,1102,West,B2B,1,3140,0,3140.0,2270.14,10,0
50251,2022-11-24,454,1083,South,Retail,5,1799,15,7645.75,5892.13,9,0
50252,2023-09-08,2248,1073,North,Retail,5,1057,15,4492.25,3430.64,2,0
50253,2021-01-06,2894,1075,South,Online,7,920,10,5796.0,4643.96,2,0
50254,2024-04-18,189,1077,South,Online,3,3884,5,11069.4,7876.67,10,0
50255,2022-04-15,2726,1052,South,Online,1,1327,20,1061.6,835.97,8,0
50256,2021-07-04,2955,1113,West,Retail,6,1456,10,7862.4,5227.14,4,0
50257,2021-02-06,2323,1006,West,Retail,7,3224,5,21439.6,14491.64,2,0
50258,2022-07-03,2653,1128,South,Retail,7,1872,10,11793.6,8501.17,5,0
50259,2024-12-23,1003,1033,South,Online,1,3933,20,3146.4,2189.58,6,0
50260,2021-01-04,1718,1039,South,Retail,3,2613,10,7055.1,5582.45,8,0
50261,2022-06-09,1566,1027,West,Online,5,4747,25,17801.25,15945.94,9,0
50262,2024-03-24,2912,1045,North,B2B,7,2738,10,17249.4,13026.13,7,0
50263,2021-05-11,763,1140,South,Retail,6,4487,10,24229.8,19929.08,3,0
50264,2021-02-03,2702,1149,West,Retail,5,1933,20,7732.0,6609.32,7,0
50265,2024-06-05,405,1125,North,B2B,6,2795,20,13416.0,11910.67,7,0
50266,2022-05-28,1716,1109,South,Retail,2,4018,5,7634.2,4861.73,4,0
50267,2023-04-29,1084,1024,East,Online,4,3858,0,15432.0,9377.42,3,0
50268,2024-12-06,77,1099,North,Online,5,2570,30,8995.0,10015.69,11,1
50269,2022-07-12,968,1058,West,Online,3,480,20,1152.0,953.75,10,0
50270,2023-12-21,263,1140,West,B2B,1,4487,15,3813.95,2720.17,10,0
50271,2021-01-02,78,1061,South,Online,2,1520,20,2432.0,1792.2,7,0
50272,2021-05-31,1294,1014,South,Online,2,1659,0,3318.0,2542.99,5,0
50273,2025-01-04,207,1118,South,Online,5,2645,20,10580.0,9855.43,3,0
50274,2021-05-18,2320,1102,East,Online,5,3140,30,10990.0,9356.4,6,0
50275,2023-05-11,818,1039,East,Retail,4,2613,5,9929.4,6448.31,6,0
50276,2025-01-02,1435,1119,North,Retail,5,1384,15,5882.0,4307.9,9,0
50277,2021-11-20,2957,1079,South,Online,1,3028,0,3028.0,1973.09,5,0
50278,2022-03-05,2840,1037,South,B2B,6,3149,40,11336.4,14546.2,7,0
50279,2022-12-31,2856,1053,North,Online,3,2466,0,7398.0,5322.39,7,0
50280,2024-05-20,2676,1048,West,Online,1,3957,20,3165.6,2692.06,8,0
50281,2022-06-30,2730,1047,North,Online,2,553,30,774.2,711.9,10,1
50282,2023-01-25,436,1030,North,Retail,3,4034,15,10286.7,8060.15,3,0
50283,2022-07-15,1720,1136,South,Online,5,4949,5,23507.75,19470.59,11,0
50284,2021-04-07,779,1131,North,B2B,6,3970,0,23820.0,18610.64,3,0
50285,2022-03-05,2130,1083,North,Online,1,1799,15,1529.15,1074.97,11,0
50286,2023-05-23,2780,1117,East,Retail,6,2377,20,11409.6,11167.91,7,0
50287,2021-03-29,1211,1100,East,Online,3,1815,5,5172.75,3921.01,7,0
50288,2023-11-26,1415,1002,East,Retail,1,2270,35,1475.5,1712.57,5,0
50289,2022-03-28,165,1013,South,Retail,2,3963,10,7133.4,6213.67,3,0
50290,2022-06-15,522,1125,North,Retail,5,2795,0,13975.0,9577.31,2,0
50291,2024-11-13,2510,1092,North,B2B,6,4515,5,25735.5,18308.14,10,0
50292,2021-04-28,1347,1104,West,B2B,2,1113,20,1780.8,1557.66,9,0
50293,2022-11-02,2528,1001,West,Retail,7,3210,10,20223.0,12668.53,2,0
50294,2021-11-08,1163,1127,South,Online,1,2862,15,2432.7,2204.91,10,0
50295,2024-07-14,2872,1012,East,Retail,3,1974,0,5922.0,3864.62,5,0
50296,2022-01-27,917,1070,East,Retail,5,2806,5,13328.5,10395.33,9,0
50297,2024-02-06,2027,1122,South,Retail,3,2651,35,5169.45,5025.08,5,0
50298,2022-04-17,2369,1011,West,Retail,6,3166,10,17096.4,14368.27,3,0
50299,2024-07-28,1439,1075,East,Online,5,920,5,4370.0,2716.38,4,0
50300,2021-05-21,1442,1072,North,Online,4,3954,15,13443.6,10524.02,5,0
50301,2025-02-08,746,1008,West,Online,1,1542,20,1233.6,1106.85,6,0
50302,2024-11-04,127,1130,West,Online,5,4861,25,18228.75,14096.15,3,0
50303,2021-06-03,177,1005,West,Online,3,4269,10,11526.3,8196.33,9,0
50304,2022-07-19,2302,1050,South,Online,4,3537,10,12733.2,10804.06,11,0
50305,2023-01-13,1619,1060,West,Online,2,3376,25,5064.0,4665.4,3,0
50306,2023-10-01,2814,1131,West,Online,6,3970,0,23820.0,13693.45,4,0
50307,2022-11-01,1882,1035,South,Retail,7,4457,10,28079.1,18916.23,2,0
50308,2023-10-24,2272,1014,North,Online,2,1659,35,2156.7,2430.77,8,1
50309,2021-09-13,1113,1053,East,Retail,4,2466,0,9864.0,6354.79,8,0
50310,2024-09-22,1070,1092,East,Retail,3,4515,15,11513.25,10666.19,10,0
50311,2021-06-01,2127,1083,North,B2B,6,1799,15,9174.9,8240.8,11,0
50312,2024-10-27,2418,1003,East,Retail,4,1838,20,5881.6,4293.09,11,0
50313,2024-04-03,1277,1025,East,Retail,4,4160,20,13312.0,9686.51,5,0
50314,2022-07-29,2445,1057,South,B2B,4,3212,5,12205.6,7464.53,3,0
50315,2021-04-14,1551,1126,West,B2B,5,376,40,1128.0,1074.28,3,0
50316,2022-08-08,428,1023,East,Online,2,2126,10,3826.8,2928.93,2,0
50317,2023-06-06,1218,1042,North,B2B,3,633,15,1614.15,1515.76,2,0
50318,2023-02-17,1833,1107,South,B2B,7,1318,5,8764.7,6550.98,10,0
50319,2021-10-16,1883,1096,East,Online,6,4004,0,24024.0,16069.19,7,0
50320,2022-08-05,971,1132,East,Online,7,3411,15,20295.45,15197.84,7,0
50321,2021-12-03,1715,1122,North,Online,2,2651,10,4771.8,4222.15,9,0
50322,2022-08-17,139,1124,South,Online,7,4735,5,31487.75,19353.01,6,0
50323,2024-05-19,2561,1073,East,Retail,2,1057,5,2008.3,1463.5,11,0
50324,2021-04-03,1017,1138,West,Retail,1,3437,15,2921.45,2586.91,8,0
50325,2021-08-01,2850,1147,West,Online,5,4830,15,20527.5,16584.84,3,0
50326,2022-06-08,1677,1138,West,Online,6,3437,15,17528.7,14539.6,3,0
50327,2024-05-09,2076,1049,East,Online,2,1723,10,3101.4,2669.03,11,0
50328,2024-03-11,2351,1066,East,B2B,3,3932,40,7077.6,9032.32,5,0
50329,2024-01-07,90,1047,South,Retail,7,553,5,3677.45,2670.77,3,0
50330,2024-07-22,1345,1093,East,Online,3,1751,10,4727.7,3921.29,8,0
